zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url,address2,err,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,currencySymbol,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState,underlyingSymbol,preMarketSource,regularMarketChangePercent,preferredPosition,bondPosition,convertiblePosition,sectorWeightings,holdings,bondHoldings,bondRatings,equityHoldings,otherPosition,cashPosition,stockPosition,underlyingExchangeSymbol,headSymbol,uuid,postMarketTime,postMarketSource,postMarketChangePercent,preMarketTime,preMarketChangePercent
77056-2723,Energy,1672,"Marathon Oil Corporation operates as an independent exploration and production company in the United States and Equatorial Guinea. The company engages in the exploration, production, and marketing of crude oil and condensate, natural gas liquids, and natural gas; and the production and marketing of products manufactured from natural gas, such as liquefied natural gas and methanol, as well as owns and operates 32 central gathering and treating facilities and the Sugarloaf gathering system, a 42-mile natural gas pipeline through Karnes and Atascosa Counties. As of December 31, 2020, it had estimated proved developed reserves totaling 674 million barrels of oil equivalent (mmboe); and estimated proved undeveloped reserves totaling 298 mmboe. The company was formerly known as USX Corporation and changed its name to Marathon Oil Corporation in July 2001. Marathon Oil Corporation was founded in 1887 and is headquartered in Houston, Texas.",Houston,713 629 6600,TX,United States,[],http://www.marathonoil.com,1,5555 San Felipe Street,,Oil & Gas E&P,0.49405,-0.13436,0.70773005,2040000000,1.538,-0.07685,1992999936,7,buy,1971000000,1430499968,16,17.0703,,1.317,-0.01066,27,15.96,47.141,-0.0497,20,970000000,5013000192,4033999872,1.23,USD,5.103,1.256,2.3,NYQ,Marathon Oil Corporation,Marathon Oil Corporation,America/New_York,EDT,TRUE,-14400000,EQUITY,MRO,finmb_314842,us_market,,3.697,,7.484,,,0.69,,788153024,,,,13.542,26885576,0.0341,,1609372800,0.76378995,-542000000,-1.654,,,1.2605449,0.0025,1672444800,,1625011200,1.77,1628812800,730822075,3.280567,14915019776,2,,1309478400,10000:5965,,,,,3.3351533,1631664000,-4.88,,24.739565,,0.0382,34683838,,,,16.58,16.88,12.523166,0.006031363,,,17.325,,16390316,16.58,13.955882,0.1,16.88,,16390316,,,0.2,1629158400,,,16.86,USD,,7573497,,,,13454008320,,,17505075,16.86,17.05,2900,7573497,17.325,,1.6,3.73,17.04,FALSE,0.014500001,3200,17.325,17.0703,16.87,https://logo.clearbit.com/marathonoil.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac586aa5-d45b-3ae8-9473-98f63ee14b4e,,,,,
54755,Industrials,4162,"Marten Transport, Ltd. operates as a temperature-sensitive truckload carrier for shippers in the United States, Canada, and Mexico. It operates through four segments: Truckload, Dedicated, Intermodal, and Brokerage. The Truckload segment transports food and other consumer packaged goods that require a temperature-controlled or insulated environment. The Dedicated segment offers customized transportation solutions for individual customers' requirements using temperature-controlled trailers, dry vans, and other specialized equipment. The Intermodal segment transports customers' freight utilizing its temperature-controlled trailers on railroad flatcars for portions of trips, as well as using tractors and contracted carriers. The Brokerage segment develops contractual relationships with and arranges for third-party carriers to transport freight for customers in temperature-controlled trailers and dry vans. As of December 31, 2020, the company operated a fleet of 3,331 tractors, including 3,188 company-owned tractors and 143 tractors supplied by independent contractors. Marten Transport, Ltd. was founded in 1946 and is headquartered in Mondovi, Wisconsin.",Mondovi,715 926 4216,WI,United States,[],http://www.marten.com,1,129 Marten Street,715 926 5609,Trucking,0.21995,0.08575,0.29907,168896000,0.094,0.09843001,197702000,21,buy,265647000,-10228625,22,16.88,0.177,1.887,0.0641,2,22,0.127,0.12014,23,80672000,832000,898832000,0.973,USD,10.863,1.692,2,NMS,"Marten Transport, Ltd.","Marten Transport, Ltd.",America/New_York,EDT,FALSE,-14400000,EQUITY,MRTN,finmb_286586,us_market,,1.372,,6.237,,,1.12,,82775504,,,,7.671,1644034,0.0198,,1609372800,0.69171995,77072000,0.89,,,2.2004952,0.28742,1672444800,,1625011200,5.91,1628812800,59253234,0.976528,1232993920,2,,1597363200,3:02,,,,0.181,1.5545179,1631664000,1.59,,15.071427,,0.0512,1877006,,,,16.57,16.65,16.254244,0.008871455,0.172,,16.91,,381916,16.57,15.623529,0.147,16.65,,381916,,,0.16,1631836800,,,16.65,USD,18.966291,44190,,,,1397250432,,,312714,16.65,16.91,900,44190,19.08,,0.55,14.72,16.89,FALSE,0.0101,1400,16.91,16.88,,https://logo.clearbit.com/marten.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4d3beb1-ad62-34a1-80fa-8d1e203c3a03,,,,,
19801,Technology,5287,"Marvell Technology, Inc., together with its subsidiaries, designs, develops, and sells analog, mixed-signal, digital signal processing, and embedded and standalone integrated circuits. It offers a portfolio of Ethernet solutions, including controllers, network adapters, physical transceivers, and switches; single or multiple core processors; application specific integrated circuits; and printer SoC products and application processors. The company also provides a range of storage products comprising storage controllers for hard disk drives (HDD) and solid-state drives that support various host system interfaces consisting of serial attached SCSI (SAS), serial advanced technology attachment (SATA), peripheral component interconnect express, non-volatile memory express (NVMe), and NVMe over fabrics; and fiber channel products, including host bus adapters, and controllers for server and storage system connectivity. It has operations in the United States, China, Malaysia, the Philippines, Thailand, Singapore, India, Israel, Japan, South Korea, Taiwan, and Vietnam. Marvell Technology, Inc. is headquartered in Wilmington, Delaware.",Wilmington,302 295 4840,DE,United States,[],http://www.marvell.com,1,1000 North West Street,441 295 3328,Semiconductors,0.2345,-0.08126,0.51695997,627932032,0.2,0.02257,728731008,52,buy,1515228000,548735104,70,67.13,,1.627,0.00272,26,69.04,34.254,-0.02159,85,522512000,5088608768,3107537920,0.638,USD,4.595,1.049,2,NMS,"Marvell Technology, Inc.","Marvell Technology, Inc.",America/New_York,EDT,TRUE,-14400000,EQUITY,MRVL,finmb_31158,us_market,,16.759,,71.468,,,1.85,,819281024,,,,18.196,14607138,0.0178,,1611964800,0.77466005,-252507008,-0.373,,,3.6892724,0.00358,1675036800,,1619827200,2.17,1623715200,815041920,1.102285,52080705536,2,,1153785600,2:01,,,,,17.698362,1626307200,1.18,,36.286484,,0.0229,17731991,,,,66.31,66.7,55.692085,0.003619364,,,67.26,,5529983,66.31,62.927647,0.24,66.7,,5529983,,,0.24,1625702400,,,66.38,USD,,1003867,,,,54998331392,,,5702989,66.38,67.02,1100,1003867,68.12,,1.11,35.3,66.99,FALSE,0.0041,800,67.26,67.13,67,https://logo.clearbit.com/marvell.com,Suite 1200 31 Victoria Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44f517a4-62f4-3e68-9043-482446482bb3,,,,,
16066-5207,Industrials,5200,"MSA Safety Incorporated develops, manufactures, and supplies safety products that protect people and facility infrastructures in the oil, gas, petrochemical, fire service, construction, industrial manufacturing applications, utilities, military, and mining industries in North America, Latin America, and internationally. The company's core product offerings include permanently installed fixed gas and flame detection instruments, such as permanently installed gas detection monitoring systems, and flame detectors and open-path infrared gas detectors, as well as replacement components and related services to detect the presence or absence of various gases in the air. Its core product offerings also comprise breathing apparatus products, such as self-contained breathing apparatus; hand-held portable gas detection instruments; industrial head protection products; firefighter helmets and protective apparel; and fall protection equipment, including confined space equipment, harnesses, lanyards, and self-retracting lifelines, as well as engineered systems. In addition, the company offers air-purifying respirators, eye and face protection products, ballistic helmets, and gas masks. It serves distributors and end-users through indirect and direct sales channels. The company offers its product under the V-Gard, Cairns, and Gallet brand names. MSA Safety Incorporated was founded in 1914 and is based in Cranberry Township, Pennsylvania.",Cranberry Township,724 776 8600,PA,United States,[],http://www.msasafety.com,1,1000 Cranberry Woods Drive,,Security & Protection Services,0.20323,0.07591,0.43144,207438000,0.085,0.17169,272803008,160,buy,590448000,149264128,179,155.35,-0.304,2.423,0.07752,4,175.25,46.357,0.12888,183,224060000,393464000,1342356992,5.717,USD,34.386,1.458,2.4,NYQ,MSA Safety Incorporated,MSA Safety Incorporated,America/New_York,EDT,FALSE,-14400000,EQUITY,MSA,finmb_288318,us_market,,4.401,,21.657,,,5.56,,39167300,,,,20.709,1182657,0.030199999,,1609372800,0.81324,101820000,2.86,,,7.5015697,0.05903,1672444800,,1625011200,18.12,1628812800,36605076,0.900655,5908103168,2,,1075334400,3:01,,,,-0.303,4.5328035,1631664000,1.91,,27.940649,,0.0366,1202483,,,,154.86,155.56,159.47238,0.011106806,0.67050004,,155.56,,79533,154.86,150.51765,1.72,155.56,,79533,,,1.76,1628812800,,,154.285,USD,54.318188,5208,,,,6084640256,,,82182,154.285,155.52,2200,5208,172.84,,1.5,124.58,155.17,FALSE,0.012,800,155.56,155.35,,https://logo.clearbit.com/msasafety.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb08bbf3-2e06-31e5-8f4a-76ed4b4c5b2e,,,,,
8830,Utilities,348,"Middlesex Water Company owns and operates regulated water utility and wastewater systems. It operates in two segments, Regulated and Non-Regulated. The Regulated segment collects, treats, and distributes water on a retail and wholesale basis to residential, commercial, industrial, and fire protection customers in parts of New Jersey, Delaware, and Pennsylvania. This segment also includes regulated wastewater systems in New Jersey and Delaware. The Non-Regulated segment provides non-regulated contract services for the operation and maintenance of municipal and private water and wastewater systems in New Jersey and Delaware. The company was incorporated in 1896 and is headquartered in Iselin, New Jersey.",Iselin,732 634 1500,NJ,United States,[],http://www.middlesexwater.com,1,485C Route 1 South,,Utilities—Regulated Water,0.42793,0.27034,0.49717999,47152000,0.04,0.26495,61531000,97,buy,70796000,-60739124,97.5,109.48,0.123,0.461,0.02422,2,97.5,88.632,0.11224,98,6026000,316576992,143788000,0.345,USD,8.228,0.348,2.3,NMS,Middlesex Water Company,Middlesex Water Company,America/New_York,EDT,FALSE,-14400000,EQUITY,MSEX,finmb_288070,us_market,,14.786,,34.553,,,2.42,,17478100,,,,19.814,686364,0.0392,,1609372800,0.65543,38752000,2.183,,,5.5253863,0.0387,1672444800,,1625011200,8.59,1628812800,16812102,0.287117,2126056320,2,,1069027200,4:03,,,,0.125,13.307803,1631664000,18.26,,45.23967,,0.0448,1187550,,,,108.24,108.8,94.59741,0.009617517,0.48810002,,109.75,,60816,108.24,106.49735,1.041,108.8,,60816,,,1.09,1628726400,,,107.47,USD,50.15117,13979,,,,1913502464,,,91437,107.47,109.63,900,13979,116.4,,1.77,63.56,109.21,FALSE,0.0105,900,109.75,109.48,108.24,https://logo.clearbit.com/middlesexwater.com,Suite 400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f11b1b7-c12f-3af8-bd82-84e68c9ef7a6,,,,,
98052-6399,Technology,181000,"Microsoft Corporation develops, licenses, and supports software, services, devices, and solutions worldwide. Its Productivity and Business Processes segment offers Office, Exchange, SharePoint, Microsoft Teams, Office 365 Security and Compliance, and Skype for Business, as well as related Client Access Licenses (CAL); Skype, Outlook.com, OneDrive, and LinkedIn; and Dynamics 365, a set of cloud-based and on-premises business solutions for organizations and enterprise divisions. Its Intelligent Cloud segment licenses SQL, Windows Servers, Visual Studio, System Center, and related CALs; GitHub that provides a collaboration platform and code hosting service for developers; and Azure, a cloud platform. It also offers support services and Microsoft consulting services to assist customers in developing, deploying, and managing Microsoft server and desktop solutions; and training and certification on Microsoft products. Its More Personal Computing segment provides Windows original equipment manufacturer (OEM) licensing and other non-volume licensing of the Windows operating system; Windows Commercial, such as volume licensing of the Windows operating system, Windows cloud services, and other Windows commercial offerings; patent licensing; Windows Internet of Things; and MSN advertising. It also offers Surface, PC accessories, PCs, tablets, gaming and entertainment consoles, and other devices; Gaming, including Xbox hardware, and Xbox content and services; video games and third-party video game royalties; and Search, including Bing and Microsoft advertising. It sells its products through OEMs, distributors, and resellers; and directly through digital marketplaces, online stores, and retail stores. It has collaborations with Dynatrace, Inc., Morgan Stanley, Micro Focus, WPP plc, ACI Worldwide, Inc., and iCIMS, Inc., as well as strategic relationships with Avaya Holdings Corp. and wejo Limited. Microsoft Corporation was founded in 1975 and is based in Redmond, Washington.",Redmond,425 882 8080,WA,United States,[],http://www.microsoft.com,1,One Microsoft Way,,Software—Infrastructure,0.48080003,0.36451998,0.68926,76740001792,0.213,0.41595,80815996928,280,buy,1.15856E+11,41337249792,338,308.13,0.486,2.08,0.13761,37,337.04,57.947,0.47079,384,1.30256E+11,82277998592,1.68088E+11,17.333,USD,22.272,1.898,1.7,NMS,Microsoft Corporation,Microsoft Corporation,America/New_York,EDT,FALSE,-14400000,EQUITY,MSFT,finmb_21835,us_market,,13.537,,28.154,0.47162986,,10.13,,7507899904,,,,18.884,47171313,0.0063,,1625011200,0.71783996,61270999040,8.05,0.56,0.33635402,16.316988,0.0008,1688083200,,1625011200,1.99,1630368000,7507075761,0.802645,2.27533E+12,2,,1045526400,2:01,,1629244800,,0.469,13.763084,1632960000,2.28,,30.417572,,0.0063,45696881,,,,309.16,309.36,276.41827,0.007245439,0.272,,309.38,,19447016,309.16,297.27206,2.24,309.36,,19447016,,,2.48,1637107200,,,306.46,USD,38.27702,17554469,,,,2.31341E+12,,,22355900,306.46,309.4,900,17554469,311.09,,1.48,199.62,309.26,FALSE,0.008,1200,309.38,308.13,309.35,https://logo.clearbit.com/microsoft.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11747,Industrials,6372,"MSC Industrial Direct Co., Inc., together with its subsidiaries, distributes metalworking and maintenance, repair, and operations (MRO) products and services in the United States, Canada, Mexico, and the United Kingdom. Its MRO products include cutting tools, measuring instruments, tooling components, metalworking products, fasteners, flat stock products, raw materials, abrasives, machinery hand and power tools, safety and janitorial supplies, plumbing supplies, materials handling products, power transmission components, and electrical supplies. The company offers approximately 1.9 million stock-keeping units through its catalogs and brochures; e-commerce channels, including its Website, mscdirect.com; inventory management solutions; and call-centers and branches. It operates through a distribution network of 28 branch offices, 11 customer fulfilment centers, and seven regional inventory centers. The company serves individual machine shops, Fortune 1000 manufacturing companies, and government agencies, as well as manufacturers of various sizes. MSC Industrial Direct Co., Inc. was founded in 1941 and is headquartered in Melville, New York.",Melville,516 812 2000,NY,United States,[],http://www.mscdirect.com,1,515 Broadhollow Road,,Industrial Distribution,0.13536,0.06688,0.42044997,224462000,0.111,0.11413,439003008,88,buy,1363606000,175101376,95,82.39,0.255,2.339,0.09551,7,98.29,71.988,0.17558001,115,40536000,836404992,3243224064,0.731,USD,58.188,1.069,2.2,NYQ,"MSC Industrial Direct Company, ","MSC Industrial Direct Co., Inc.",America/New_York,EDT,FALSE,-14400000,EQUITY,MSM,finmb_108424,us_market,,1.651,,12.194,0.23623478,,5.89,,46820300,,,,20.746,773135,0.0139,,1630108800,0.93867993,216907008,3.87,0.75,0.33635402,3.9713678,0.02631,1693180800,,1630108800,2.25,1630368000,44943039,1.009523,5352986624,2,,896140800,2:01,,1626048000,,0.256,1.4092544,1632960000,1.62,,13.988115,,0.027,1321481,55474300,,,81.95,82.31,87.550934,0.03660769,0.77519995,,83.415,,365483,81.95,81.88971,3,82.31,,365483,,,3,1636934400,,,82,USD,21.289406,236874,,,,4570527744,,,302401,82,82.56,800,236874,96.23,,3.1,65.74,80.88,FALSE,0.0366,900,83.415,82.39,,https://logo.clearbit.com/mscdirect.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11735,Healthcare,281,"Misonix, Inc., together with its subsidiaries, designs, develops, manufactures, and markets minimally invasive surgical ultrasonic medical devices in the United States and internationally. The company's products include BoneScalpel, an ultrasonic bone cutting and sculpting system for surgical procedures involving the precise cutting and sculpting of bone while sparing soft tissue; SonaStar, a surgical aspirator, which is used to emulsify and remove soft and hard tumors primarily in the neuro and general surgery field; and SonicOne, an ultrasonic cleansing and debridement system that provides tissue specific debridement and cleansing of wounds and burns for the removal of devitalized tissue and fibrin deposits while sparing viable cells. Its products are used in various clinical specialties, such as neurosurgery, orthopedic surgery, general surgery, plastic surgery, wound care, and maxillo-facial surgical applications. The company sells its products through sales representatives and distributors. Misonix, Inc. was founded in 1959 and is based in Farmingdale, New York.",Farmingdale,631 694 9555,NY,United States,[],http://www.misonix.com,1,1938 New Highway,631 694 9412,Medical Devices,-0.062989995,-0.19552,0.71107,-8987374,0.435,-0.12476,-4662956,28,hold,52636255,1544071,28,25.63,,2.612,-0.028670002,2,28,34.914,-0.1027,28,31045936,47203128,74024072,1.783,USD,4.297,1.868,3,NGM,"MISONIX, Inc.","Misonix, Inc.",America/New_York,EDT,FALSE,-14400000,EQUITY,MSON,finmb_348618,us_market,,6.282,,-99.72,1.1027732,,-0.36,,17425000,,,,7.766,173438,0.01,,1625011200,0.41474,-14473325,-0.84,,0.33635402,3.3002832,0.20899999,1688083200,,1625011200,2.64,1630368000,11891061,1.351322,464988160,2,,877392000,3:02,,,,,6.0332093,1632960000,-1.16,,-71.19444,,0.0143,180208,,,,25.78,25.91,22.996042,,0,,25.91,,107466,25.78,25.417942,,25.91,,107466,,,,,,,25.348,USD,,18919,,,,446602720,,,75984,25.348,25.87,1000,18919,26.99,,,11.04,25.7,FALSE,,1800,25.91,25.63,,https://logo.clearbit.com/misonix.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22182,Technology,2034,"MicroStrategy Incorporated provides enterprise analytics software and services worldwide. It offers MicroStrategy 2021, an enterprise platform, which provides a modern analytics experience by delivering insights across multiple devices to users via hyperintelligence products, visualization and reporting capabilities, mobility features, and custom applications developed on the platform; analysts and data scientists with seamless access to trusted, governed data directly within their tools; and APIs and gateways, multiple deployment options, enterprise semantic graph, scalability, and security. The company also provides MicroStrategy Support that helps customers to achieve their system availability and uptime goals, and to improve the overall experience through highly responsive troubleshooting and proactive technical product support. In addition, it offers MicroStrategy Consulting that provides customers with architecture and implementation services to help them quickly realize results, and helps to achieve returns on investment derived from understanding of data; and MicroStrategy Education that offers free and paid learning options. The company provides its services through enterprise sales force and channel partners. It serves companies from a range of industries, including retail, consulting, technology, manufacturing, finance, banking, insurance, healthcare, education, and telecommunications, as well as the public sector. The company was founded in 1989 and is headquartered in Tysons Corner, Virginia.",Tysons Corner,703 848 8600,VA,United States,[],http://www.microstrategy.com,1,1850 Towers Crescent Plaza,703 848 8610,Software—Application,0.16921,-0.83028,0.82621,103773000,0.134,0.14258,85788000,700,strong_buy,389680000,-2636988160,780,746.02,,0.758,0.026129998,3,810,2895.706,-1.57101,950,56399000,2241827072,506980000,5.786,USD,52.791,0.687,1.5,NMS,MicroStrategy Incorporated,MicroStrategy Incorporated,America/New_York,EDT,FALSE,-14400000,EQUITY,MSTR,finmb_384976,us_market,,18.125,,107.115,3.1058288,,6.2,,8339180,,,,7.942,1778785,0.1726,,1609372800,0.90336996,-420935008,-43.84,,0.33635402,93.933525,0.00034,1672444800,,1625011200,2.59,1630368000,7843203,1.506349,9189178368,2,,1028073600,1:10,,,,,15.161138,1632960000,12.32,,120.32581,,0.2796,1881672,10303200,,,718.52,736.45,624.36707,,0,,755.485,,605433,718.52,654.4106,,736.45,,605433,,,,,,,734,USD,,380734,,,,7686393344,,,728189,734,748,900,380734,1315,,,159.54,741.41,FALSE,,1100,755.485,746.02,734.34,https://logo.clearbit.com/microstrategy.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43240,Healthcare,14900,"Mettler-Toledo International Inc. manufactures and supplies precision instruments and services worldwide. It operates in five segments: U.S. Operations, Swiss Operations, Western European Operations, Chinese Operations, and Other. The company offers weighing instruments for laboratory, industrial, packaging, logistics, and food retailing applications; various related analytical instruments and automated chemistry solutions used in drug and chemical compound discovery and development; metal detection and other end-of-line product inspection systems used in production and packaging for food processing and packaging, pharmaceutical, packaged consumer goods, and other industries; and solutions that are used in various process analytics applications. Its laboratory instruments include laboratory balances, liquid pipetting solutions, automated laboratory reactors, titrators, pH meters, process analytics sensors and analyzer technologies, physical value analyzers, thermal analysis systems, and other analytical instruments; and LabX, a laboratory software platform. The company's industrial instruments comprise industrial weighing instruments and related terminals, automatic dimensional measurement and data capture solutions, vehicle scale systems, industrial software, and product inspection systems. Its retail weighing solutions consist of networked scales and software, and stand-alone scales for handling fresh goods, such as meats, vegetables, fruits, and cheeses. The company serves the life science industry, and independent research organizations; food and beverage producers; food retailers; chemical, specialty chemical, and cosmetics companies; food retailers; transportation and logistics, metals, and electronics industries; and the academic community. It markets its products through its direct sales force and indirect distribution channels. The company was incorporated in 1991 and is based in Columbus, Ohio.",Columbus,614 438 4511,OH,United States,[],http://www.mt.com,1,1900 Polaris Parkway,,Diagnostics & Research,0.28882,0.20509,0.58641,880358976,0.338,0.2709,1003395968,1150,hold,1801031000,650351104,1452.5,1470.72,0.504,1.25,0.20204,10,1451,865.342,2.22126,1640,142252000,1656472064,3474083072,6.154,USD,147.648,0.791,2.9,NYQ,"Mettler-Toledo International, I",Mettler-Toledo International Inc.,America/New_York,EDT,FALSE,-14400000,EQUITY,MTD,finmb_31468,us_market,,10.216,,35.37,0.40606916,,36.11,,23116900,,,,8.281,375989,0.0163,,1609372800,0.95717,712488000,29.87,,0.33635402,177.60173,0.01525,1672444800,,1625011200,3.91,1630368000,22759089,1.044444,35490340864,2,,,,,,,0.46,9.786319,1632960000,2.45,,40.72888,,0.019,402081,,,,1469.75,1472.86,1404.4088,,0,,1475.89,,73216,1469.75,1469.3727,,1472.86,,73216,,,,,,,1449.96,USD,49.23736,58817,,,,33998485504,,,89604,1449.96,1474.96,800,58817,1626.62,,,985.05,499,FALSE,,800,1475.89,1470.72,,https://logo.clearbit.com/mt.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75240,Energy,288,"Matador Resources Company, an independent energy company, engages in the exploration, development, production, and acquisition of oil and natural gas resources in the United States. It operates in two segments, Exploration and Production; and Midstream. The company primarily holds interests in the Wolfcamp and Bone Spring plays in the Delaware Basin in Southeast New Mexico and West Texas. It also operates the Eagle Ford shale play in South Texas; and the Haynesville shale and Cotton Valley plays in Northwest Louisiana. In addition, the company conducts midstream operations in support of its exploration, development, and production operations; provides natural gas processing and oil transportation services; and offers oil, natural gas, and salt water gathering services, as well as salt water disposal services to third parties. As of December 31, 2020, its estimated total proved oil and natural gas reserves were 270.3 million barrels of oil equivalent, including 159.9 million stock tank barrels of oil and 662.3 billion cubic feet of natural gas. The company was formerly known as Matador Holdco, Inc. and changed its name to Matador Resources Company in August 2011. Matador Resources Company was founded in 2003 and is headquartered in Dallas, Texas.",Dallas,972 371 5200,TX,United States,[],http://www.matadorresources.com,1,One Lincoln Centre,972 371 5201,Oil & Gas E&P,0.55172,-0.16510999,0.81427,694792000,2.004,0.26454002,664859008,33,buy,610211000,-66618376,46,44.81,,0.79,0.05085,15,45.53,97.219,-0.08599,55,44632000,1654790016,1205053952,0.382,USD,10.345,0.617,2,NYQ,Matador Resources Company,Matador Resources Company,America/New_York,EDT,FALSE,-14400000,EQUITY,MTDR,finmb_11888172,us_market,,5.767,,10.452,4.3471885,,5.66,,116983000,,,,12.648,11522809,0.098500006,,1609372800,0.86697996,-198968000,-1.715,0.025,0.33635402,3.5428529,0.06086,1672444800,,1625011200,7.16,1630368000,109362501,4.520105,6949347840,2,,,,,1628640000,,,4.35002,1632960000,1.11,,7.9169617,,0.1427,11338597,,,,43.74,44.86,31.460575,0.001143118,,,46.15,,1646416,43.74,36.657646,0.05,44.86,,1646416,,,0.1,1628640000,,,44.5072,USD,,1527703,,,,5242008576,,,1562326,44.5072,44.85,800,1527703,46.15,,,6.29,44.81,FALSE,0.0023,1300,46.15,44.81,44.5,https://logo.clearbit.com/matadorresources.com,Suite 1500 5400 LBJ Freeway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53202,Financial Services,739,"MGIC Investment Corporation, through its subsidiaries, provides private mortgage insurance, other mortgage credit risk management solutions, and ancillary services to lenders and government sponsored entities in the United States, Puerto Rico, and Guam. The company offers primary mortgage insurance that provides mortgage default protection on individual loans, as well as covers unpaid loan principal, delinquent interest, and various expenses associated with the default and subsequent foreclosure. It also provides contract underwriting services; and other services for the mortgage finance industry, such as analysis of loan originations and portfolios, and mortgage lead generation services, as well as reinsurance. The company serves originators of residential mortgage loans, including savings institutions, commercial banks, mortgage brokers, credit unions, mortgage bankers, and other lenders. MGIC Investment Corporation was founded in 1957 and is headquartered in Milwaukee, Wisconsin.",Milwaukee,414 347 6480,WI,United States,[],http://mtg.mgic.com,1,MGIC Plaza,,Insurance—Specialty,0.75313,0.49016997,0.7104,661606016,0.013,0.69884,899310976,16,buy,659394000,239114256,18,16.43,9.992,1.05,0.07372,9,17.61,25.348,0.1259,19,178635008,1245757056,1194093952,0.526,USD,3.524,0.604,1.8,NYQ,MGIC Investment Corporation,MGIC Investment Corporation,America/New_York,EDT,FALSE,-14400000,EQUITY,MTG,finmb_319993,us_market,,5.58,,7.409,0.6119257,,1.95,,339321984,,,,14.484,20576331,0.060599998,,1609372800,0.98362,585313024,1.685,0.08,0.33635402,1.1343552,0.01375,1672444800,,1625011200,10.56,1630368000,336190411,1.712698,6662547456,2,,865296000,2:01,,1628640000,,9.896,4.6688623,1632960000,0.88,,8.425641,,0.0679,20388364,,,,16.49,16.5,14.620432,0.014554275,0.1429,,16.54,,2466833,16.49,15.497059,0.24,16.5,,2466833,,,0.32,1628640000,,,16.41,USD,9.750742,2079165,,,,5575060480,,,2414959,16.41,16.45,3200,2079165,16.62,,,9.42,16.18,FALSE,0.0194,1800,16.54,16.43,16.491,https://logo.clearbit.com/mtg.mgic.com,250 East Kilbourn Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
